raw_text,normalized_text,issue_summary,primary_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,inferred_language,submission_channel,city,ward_id,has_image,image_description,confidence,is_edge_case,is_noisy,clip_prompt
अवैध पार्किंग की फोटो भेज रहा हूं।,Illegal parking near Nerkundram is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Nerkundram is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,0,False,Hindi,Mobile App,Chennai,90,True,Image of vehicles parked on both sides of a road leaving only a narrow passage.,0.96,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
சட்டவிரோத கட்டிடம் கால்வாயை அடைத்து தண்ணீர் தேங்குகிறது.,Unauthorized construction near Theeyampakkam is blocking the storm drain causing waterlogging.,An edge case where illegal construction is simultaneously violating planning rules and blocking drainage infrastructure in Theeyampakkam.,Urban Planning & Real Estate,illegal_construction,6,0,False,Tamil,Citizen Kiosk,Chennai,18,False,,0.83,True,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
குழந்தைகள் குப்பை மேல் நடந்தே பள்ளிக்கு போகிறார்கள்.,Garbage has accumulated outside the government school in Nandambakkam posing a health risk to children.,An uncleared garbage pile near the government school in Nandambakkam is exposing children to health hazards.,"Sanitation, Environment & Parks",waste_management,6,0,True,Tamil,Voice Hotline,Chennai,147,False,,0.96,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
सरकारी स्कूल की छत टपक रही है।,The government school building in Tambaram East is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Tambaram East is in severe disrepair. The conditions are unhygienic and unsafe for children.,Social Infrastructure & Public Health,school_infrastructure,6,0,True,Hindi,Web App,Chennai,160,False,,0.87,False,False,"A photo showing school infrastructure, a civic issue, or broken public infrastructure."
சட்டவிரோத நிறுத்தத்தின் படம் இணைத்துள்ளேன்.,Illegal parking near Okkiyam Thuraipakkam is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Okkiyam Thuraipakkam is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,0,False,Tamil,Voice Hotline,Chennai,184,True,Image of cars parked on a footpath forcing pedestrians onto the road.,0.86,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
मैं George Town का निवासी हूं और दो महीने से सड़क के गड्ढों से परेशान हूं। गड्ढों की गहराई दिखाने वाली फोटो भेज रहा हूं। तीन बार शिकायत की लेकिन कोई नहीं आया।,Waste is being illegally dumped openly near the park or water body in George Town causing pollution.,Illegal open dumping near the park or lake in George Town is increasing daily. The practice is creating environmental and health hazards.,"Sanitation, Environment & Parks",waste_management,5,0,False,Hindi,Voice Hotline,Chennai,53,True,Photo of waste bags thrown over a boundary wall near a water body.,0.88,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
water bad color coming from tap what to do,A water supply or leakage issue has been reported.,Flash flooding in Kilpauk has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,"Emergency, Safety & Accountability",flooding,9,1,False,English,Mobile App,Chennai,104,False,,0.71,False,True,"A photo showing flooding, a civic issue, or broken public infrastructure."
"सूखे नल की तस्वीर देखें, सोमवार से पानी नहीं।",Water supply has been completely cut off in Madhavaram North for more than two days.,Residents of Madhavaram North have had no municipal water supply for over three days. Families are resorting to buying tanker water and have raised multiple complaints without resolution.,Core Infrastructure & Public Works,water_supply_failure,7,0,False,Hindi,Citizen Kiosk,Chennai,32,True,Image showing an empty household water storage tank with the lid open.,0.91,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
Illegal dump site near Ayanavaram is growing every day.,Waste is being illegally dumped openly near the park or water body in Ayanavaram causing pollution.,Illegal open dumping near the park or lake in Ayanavaram is increasing daily. The practice is creating environmental and health hazards.,"Sanitation, Environment & Parks",waste_management,5,0,False,English,Web App,Chennai,69,False,,0.94,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
Attached photo shows shop extension onto public pavement.,Footpath near Chromepet has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Chromepet, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,English,Mobile App,Chennai,124,True,Photo of restaurant chairs and tables placed on the public pavement.,0.88,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
Factory near Sengadu releasing black smoke without stopping.,Open garbage burning near Sengadu is causing severe air pollution affecting residents.,"Garbage is being openly burned near Sengadu, filling the area with smoke. Children with respiratory conditions are particularly affected.","Sanitation, Environment & Parks",environmental_pollution,6,0,False,English,Mobile App,Chennai,154,False,,0.9,False,False,"A photo showing environmental pollution, a civic issue, or broken public infrastructure."
pothole very bad,A road or pothole issue has been reported.,Flash flooding in Valasaravakkam has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,"Emergency, Safety & Accountability",flooding,9,1,False,English,Citizen Kiosk,Chennai,85,False,,0.72,False,True,"A photo showing flooding, a civic issue, or broken public infrastructure."
Drilling and hammering at night from construction site near Uthandi.,Excessive noise from functions and construction near Uthandi is disturbing residents at night.,Residents of Uthandi are being subjected to nighttime noise from function halls and construction. Quality of life is being affected.,"Sanitation, Environment & Parks",environmental_pollution,3,0,False,English,Citizen Kiosk,Chennai,188,False,,0.94,False,False,"A photo showing environmental pollution, a civic issue, or broken public infrastructure."
எலி வளைகளின் படம் இணைத்துள்ளேன்.,A severe rodent infestation in Chinnasekkadu linked to garbage accumulation is biting children.,Uncollected garbage in Chinnasekkadu has led to a severe rat infestation. Rats are biting children and entering homes.,"Sanitation, Environment & Parks",vector_pest_control,6,0,False,Tamil,Mobile App,Chennai,27,True,Image of a rat seen in daylight near an overflowing dustbin.,0.87,False,False,"A photo showing vector pest control, a civic issue, or broken public infrastructure."
Hospital toilet facilities in terrible condition.,The government hospital in Alapakkam is severely understaffed and running out of essential medicines.,The government hospital in Alapakkam has been operating without adequate doctors and medicines. Patients are waiting for hours.,Social Infrastructure & Public Health,public_health_service,8,0,True,English,Voice Hotline,Chennai,145,False,,0.89,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
கசியும் கூரையின் படம் இணைத்துள்ளேன்.,The government school building in Kotturpuram is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Kotturpuram is in severe disrepair. The conditions are unhygienic and unsafe for children.,Social Infrastructure & Public Health,school_infrastructure,6,0,True,Tamil,WhatsApp,Chennai,172,True,Image of a cracked school compound wall with children visible inside.,0.95,False,False,"A photo showing school infrastructure, a civic issue, or broken public infrastructure."
रात भर में अनधिकृत ढांचा खड़ा हो गया।,An unauthorized building is being constructed in Velachery without required municipal approvals.,Illegal construction has been flagged in Velachery where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,Hindi,Voice Hotline,Chennai,164,False,,0.88,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
எலி வளைகளின் படம் இணைத்துள்ளேன்.,A severe rodent infestation in Porur West linked to garbage accumulation is biting children.,Uncollected garbage in Porur West has led to a severe rat infestation. Rats are biting children and entering homes.,"Sanitation, Environment & Parks",vector_pest_control,6,0,False,Tamil,Voice Hotline,Chennai,148,True,Image of a rat seen in daylight near an overflowing dustbin.,0.91,False,False,"A photo showing vector pest control, a civic issue, or broken public infrastructure."
சாலை அடைப்புக்கு எந்த மாற்று வழியும் இல்லை.,The road near Lakshmipuram is blocked due to construction work with no alternate route provided.,Ongoing infrastructure work has blocked the main road in Lakshmipuram for weeks without providing residents any diversion route.,Core Infrastructure & Public Works,road_damage,5,0,False,Tamil,WhatsApp,Chennai,26,False,,0.88,False,False,"A photo showing road damage, a civic issue, or broken public infrastructure."
"Government hospital in Sembiam has no water supply and no doctors, complete failure.","The government hospital in Sembiam has no water supply for three days, affecting patient care.",An edge case where a water supply failure is directly impacting healthcare delivery at the government hospital in Sembiam.,Social Infrastructure & Public Health,public_health_service,9,1,True,English,Mobile App,Chennai,68,False,,0.74,True,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
Attached photo shows broken hospital equipment.,The government hospital in Semmencherry is severely understaffed and running out of essential medicines.,The government hospital in Semmencherry has been operating without adequate doctors and medicines. Patients are waiting for hours.,Social Infrastructure & Public Health,public_health_service,8,0,True,English,WhatsApp,Chennai,189,True,Photo of a long queue of patients outside a government hospital entrance.,0.91,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
Attached photo shows concrete slabs falling from old structure.,A structurally unsafe and crumbling building near Pattaravakkam is at immediate risk of collapse.,An abandoned building in Pattaravakkam is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Urban Planning & Real Estate,unsafe_structure,8,1,False,English,Mobile App,Chennai,83,True,Image of concrete slabs visibly crumbling on an old multi-storey structure.,0.94,False,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
"Signal light completely dead at Royapettah, near misses happening.",The traffic signal at Royapettah junction is malfunctioning causing accidents and chaos.,The traffic signal at the main junction in Royapettah has been non-functional for two days. Near-miss accidents are being reported during peak hours.,Transportation & Traffic,traffic_signal_fault,7,1,False,English,Voice Hotline,Chennai,111,False,,0.86,False,False,"A photo showing traffic signal fault, a civic issue, or broken public infrastructure."
See the attached image of the sinkhole that formed overnight.,The road in Indira Nagar has collapsed creating a large sinkhole and blocking all traffic.,"A road collapse has been reported in Indira Nagar following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Core Infrastructure & Public Works,road_damage,8,1,False,English,Web App,Chennai,175,True,Photo showing a sinkhole on a residential road with exposed soil and broken asphalt.,0.91,False,False,"A photo showing road damage, a civic issue, or broken public infrastructure."
"Tap water is completely undrinkable, yellow colour with sediment.",Contaminated and discoloured water is being supplied through municipal pipes in Mangadu causing illness.,Residents of Mangadu are receiving discoloured and foul-smelling water through municipal pipes. Multiple cases of illness have been reported.,Core Infrastructure & Public Works,water_supply_failure,8,1,False,English,WhatsApp,Chennai,151,False,,0.87,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
Residential area being converted to commercial use illegally.,An unauthorized building is being constructed in Gerugambakkam without required municipal approvals.,Illegal construction has been flagged in Gerugambakkam where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,English,Mobile App,Chennai,149,False,,0.89,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
There is a rotting garbage pile right outside Thalambur government school.,Garbage has accumulated outside the government school in Thalambur posing a health risk to children.,An uncleared garbage pile near the government school in Thalambur is exposing children to health hazards.,"Sanitation, Environment & Parks",waste_management,6,0,True,English,Web App,Chennai,198,False,,0.89,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
Water pipe has been leaking for a week and nobody came to fix it.,A burst or leaking water pipe in Purasaivakkam is causing waterlogging and significant water wastage.,"A water pipe has burst in Purasaivakkam, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",Core Infrastructure & Public Works,water_supply_failure,6,0,False,English,WhatsApp,Chennai,61,False,,0.94,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
"Concrete slabs falling from old building near Puthagaram, dangerous.",A structurally unsafe and crumbling building near Puthagaram is at immediate risk of collapse.,An abandoned building in Puthagaram is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Urban Planning & Real Estate,unsafe_structure,8,1,False,English,Voice Hotline,Chennai,24,False,,0.89,False,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
"Garbage stuffed in the drain, no water flow at all.",The storm drain in Kunnur is blocked causing the road to flood during every rainfall.,A clogged storm drain in Kunnur is causing the road to flood during every rain event. The drain has not been cleared in months.,Core Infrastructure & Public Works,drainage_sewage,5,0,False,English,WhatsApp,Chennai,65,False,,0.91,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
Photo of months-old complaint slip with no action taken.,Multiple complaints raised by residents of Madhavaram South have received no response from municipal authorities.,Residents of Madhavaram South have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,"Emergency, Safety & Accountability",civic_corruption,5,0,False,English,Citizen Kiosk,Chennai,29,True,Photo of a complaint acknowledgement slip that is months old with no action taken.,0.84,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
"படம் பாருங்கள், எந்த எச்சரிக்கை அல்லது தடை இல்லை.",An open manhole without a cover near Velachery is posing immediate danger to pedestrians and motorists.,An uncovered manhole has been reported in Velachery with no warning signs or barricading. A biker has already fallen in.,Core Infrastructure & Public Works,drainage_sewage,9,1,False,Tamil,Voice Hotline,Chennai,164,True,"Close-up of an uncovered manhole with visible depth, located on a pedestrian footpath.",0.94,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
"Dear Sir, I write with great urgency regarding a live electrical wire that fell on Boat Club street following last night's heavy rain. I have attached a photo of the wire lying on the road. It has been sparking since 6am. A local resident received a mild electric shock. Despite calling the emergency helpline twice, no crew has arrived. Children from the nearby school pass through this street every morning. I beg for immediate emergency response.",A burst or leaking water pipe in Boat Club is causing waterlogging and significant water wastage.,"A water pipe has burst in Boat Club, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",Core Infrastructure & Public Works,water_supply_failure,6,1,False,English,Web App,Chennai,135,True,Photo showing a wet and waterlogged road with a visible crack in the pipeline below.,0.96,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
கெட்ட போக்குவரத்து விளக்கின் படம் இணைத்துள்ளேன்.,The traffic signal at Kavankarai junction is malfunctioning causing accidents and chaos.,The traffic signal at the main junction in Kavankarai has been non-functional for two days. Near-miss accidents are being reported during peak hours.,Transportation & Traffic,traffic_signal_fault,7,1,False,Tamil,Citizen Kiosk,Chennai,20,True,Photo of a traffic signal showing all red lights simultaneously at a junction.,0.91,False,False,"A photo showing traffic signal fault, a civic issue, or broken public infrastructure."
garbage smell everywhere,A garbage accumulation or sanitation issue has been reported.,Illegal open dumping near the park or lake in Kazhipattur is increasing daily. The practice is creating environmental and health hazards.,"Sanitation, Environment & Parks",waste_management,5,0,False,English,WhatsApp,Chennai,194,False,,0.73,False,True,"A photo showing waste management, a civic issue, or broken public infrastructure."
People vomiting after eating from the tiffin stall near Periamet.,Unhygienic food is being served near Periamet causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Periamet has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Social Infrastructure & Public Health,public_health_service,8,1,False,English,WhatsApp,Chennai,60,False,,0.91,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
பள்ளி கட்டிட சுவரில் விரிசல் உள்ளது.,The government school building in Chinnasekkadu is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Chinnasekkadu is in severe disrepair. The conditions are unhygienic and unsafe for children.,Social Infrastructure & Public Health,school_infrastructure,6,0,True,Tamil,Voice Hotline,Chennai,27,False,,0.92,False,False,"A photo showing school infrastructure, a civic issue, or broken public infrastructure."
Entire street floods because corporation drain is blocked.,The storm drain in Guindy is blocked causing the road to flood during every rainfall.,A clogged storm drain in Guindy is causing the road to flood during every rain event. The drain has not been cleared in months.,Core Infrastructure & Public Works,drainage_sewage,5,0,False,English,Web App,Chennai,119,False,,0.97,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
"Cannot open the door, sewage water at the entrance.",Sewage is overflowing from blocked drains onto the roads and into homes in Otteri.,A severe sewage overflow has been reported in Otteri due to blocked drains. Sewage water is entering ground floor homes and children are falling ill.,Core Infrastructure & Public Works,drainage_sewage,7,1,False,English,Mobile App,Chennai,72,False,,0.84,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
Building collapse risk in Thiruvanmiyur compounded by officer demanding payment before doing inspection.,A dangerous structure in Thiruvanmiyur poses collapse risk and the responsible official is demanding a bribe before taking action.,An edge case combining structural hazard and corruption in Thiruvanmiyur. The structural risk makes this an emergency but the bribery angle adds governance failure.,Urban Planning & Real Estate,unsafe_structure,9,1,False,English,Mobile App,Chennai,173,False,,0.78,True,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
Building collapse risk in Ernavoor compounded by officer demanding payment before doing inspection.,A dangerous structure in Ernavoor poses collapse risk and the responsible official is demanding a bribe before taking action.,An edge case combining structural hazard and corruption in Ernavoor. The structural risk makes this an emergency but the bribery angle adds governance failure.,Urban Planning & Real Estate,unsafe_structure,9,1,False,English,Citizen Kiosk,Chennai,5,False,,0.83,True,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
Air quality very poor in Anna Nagar West due to continuous smoke.,Open garbage burning near Anna Nagar West is causing severe air pollution affecting residents.,"Garbage is being openly burned near Anna Nagar West, filling the area with smoke. Children with respiratory conditions are particularly affected.","Sanitation, Environment & Parks",environmental_pollution,6,0,False,English,WhatsApp,Chennai,95,False,,0.97,False,False,"A photo showing environmental pollution, a civic issue, or broken public infrastructure."
अवैध पार्किंग की फोटो भेज रहा हूं।,Illegal parking near Semmencherry is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Semmencherry is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,0,False,Hindi,Web App,Chennai,189,True,Image of cars parked on a footpath forcing pedestrians onto the road.,0.92,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
அங்கன்வாடி மூன்று வாரங்களாக மூடப்பட்டுள்ளது.,The anganwadi center in Nolambur has been non-functional for weeks depriving children of meals.,The anganwadi center in Nolambur has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Social Infrastructure & Public Health,public_health_service,7,0,True,Tamil,WhatsApp,Chennai,84,False,,0.92,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
Trucks dumping waste near the park in the middle of the night.,Waste is being illegally dumped openly near the park or water body in Tambaram causing pollution.,Illegal open dumping near the park or lake in Tambaram is increasing daily. The practice is creating environmental and health hazards.,"Sanitation, Environment & Parks",waste_management,5,0,False,English,Web App,Chennai,126,False,,0.85,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
आवासीय क्षेत्र को गोदाम की तरह इस्तेमाल किया जा रहा है।,Land use violations are occurring near Indira Nagar with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Indira Nagar, causing traffic, noise and pollution.",Urban Planning & Real Estate,encroachment,5,0,False,Hindi,Voice Hotline,Chennai,175,False,,0.97,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
Industrial unit running in residential plot without permission.,Land use violations are occurring near Thiruvanmiyur South with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Thiruvanmiyur South, causing traffic, noise and pollution.",Urban Planning & Real Estate,encroachment,5,0,False,English,Citizen Kiosk,Chennai,187,False,,0.92,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
வண்டிக்கடை நடைபாதையை நிரந்தரமாக தடுக்கிறது.,Footpath near Shenoy Nagar has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Shenoy Nagar, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,Tamil,Voice Hotline,Chennai,78,False,,0.97,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
"இரவு பேருந்து சேவை இல்லை, தொழிலாளர்கள் வீட்டிற்கு போக முடியவில்லை.",MTC bus service to Komaleeswaranpet has been suspended or severely reduced without prior notice.,Public bus service to Komaleeswaranpet has been stopped with no advance notice. Commuters are stranded.,Transportation & Traffic,public_transport_failure,4,0,False,Tamil,Voice Hotline,Chennai,109,False,,0.96,False,False,"A photo showing public transport failure, a civic issue, or broken public infrastructure."
This complaint is on behalf of all residents of Ernavoor. For three weeks our drainage system has been completely choked. Every time there is rain the entire street floods with sewage. We have small children and elderly parents. The smell is unbearable. I am attaching a photo of the sewage overflow as evidence. We visited the ward office twice and were told the issue would be resolved within 48 hours. Three weeks later nothing has happened. We urge the Commissioner's office to directly intervene.,The anganwadi center in Ernavoor has been non-functional for weeks depriving children of meals.,The anganwadi center in Ernavoor has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Social Infrastructure & Public Health,public_health_service,7,0,True,English,WhatsApp,Chennai,5,True,Photo of a locked and closed anganwadi centre during operational hours.,0.89,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
"The pedestrian lines near Shenoy Nagar are invisible, painted years ago.",The zebra crossing near Shenoy Nagar school is missing or completely faded endangering children.,The pedestrian crossing near Shenoy Nagar school is non-existent or invisible. School children are forced to cross a busy road without any marked safe zone.,Transportation & Traffic,pedestrian_safety,6,1,True,English,WhatsApp,Chennai,78,False,,0.87,False,False,"A photo showing pedestrian safety, a civic issue, or broken public infrastructure."
लटकते तार की फोटो भेज रहा हूं।,A live electrical wire is dangling on the road in Neelankarai causing sparks and electrocution risk.,A fallen live electrical wire in Neelankarai is sparking on the road near a bus stop. A resident has already received a mild electric shock.,"Emergency, Safety & Accountability",electrical_hazard,10,1,False,Hindi,WhatsApp,Chennai,179,True,Photo of an electrical wire hanging loose and touching a tree branch on a road.,0.97,False,False,"A photo showing electrical hazard, a civic issue, or broken public infrastructure."
Photo of unauthorized construction near Jamaliya attached.,An unauthorized building is being constructed in Jamaliya without required municipal approvals.,Illegal construction has been flagged in Jamaliya where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,English,Web App,Chennai,70,True,Photo of construction happening at night without safety lights or permissions.,0.86,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
Road becomes a pond after every rain due to blocked drain.,The storm drain in Vepery is blocked causing the road to flood during every rainfall.,A clogged storm drain in Vepery is causing the road to flood during every rain event. The drain has not been cleared in months.,Core Infrastructure & Public Works,drainage_sewage,5,0,False,English,Web App,Chennai,62,False,,0.95,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
पास के फंक्शन हॉल से हर सप्ताहांत रात को तेज संगीत।,Excessive noise from functions and construction near Mint is disturbing residents at night.,Residents of Mint are being subjected to nighttime noise from function halls and construction. Quality of life is being affected.,"Sanitation, Environment & Parks",environmental_pollution,3,0,False,Hindi,WhatsApp,Chennai,50,False,,0.91,False,False,"A photo showing environmental pollution, a civic issue, or broken public infrastructure."
குப்பை நாற்றம் எங்கும்,A garbage accumulation or sanitation issue has been reported.,The pedestrian crossing near Alapakkam school is non-existent or invisible. School children are forced to cross a busy road without any marked safe zone.,Transportation & Traffic,pedestrian_safety,6,1,True,Tamil,WhatsApp,Chennai,145,False,,0.73,False,True,"A photo showing pedestrian safety, a civic issue, or broken public infrastructure."
"ஐந்து மணி நேரம் காத்திருந்தோம், ஒரே ஒரு மருத்துவர்.",The government hospital in Kattivakkam is severely understaffed and running out of essential medicines.,The government hospital in Kattivakkam has been operating without adequate doctors and medicines. Patients are waiting for hours.,Social Infrastructure & Public Health,public_health_service,8,0,True,Tamil,Voice Hotline,Chennai,13,False,,0.86,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
Broken road and missing pedestrian crossing near Palavakkam school is a daily danger for children.,Broken road and missing zebra crossing near Palavakkam school is endangering children daily.,An edge case combining road maintenance failure and missing pedestrian crossing near a school in Palavakkam. Children face double danger from both issues.,Transportation & Traffic,pedestrian_safety,7,1,True,English,Mobile App,Chennai,178,False,,0.76,True,False,"A photo showing pedestrian safety, a civic issue, or broken public infrastructure."
"बिजली का तार सड़क पर लटक रहा है, चिंगारी निकल रही है।",A live electrical wire is dangling on the road in Neelankarai causing sparks and electrocution risk.,A fallen live electrical wire in Neelankarai is sparking on the road near a bus stop. A resident has already received a mild electric shock.,"Emergency, Safety & Accountability",electrical_hazard,10,1,False,Hindi,WhatsApp,Chennai,179,False,,0.94,False,False,"A photo showing electrical hazard, a civic issue, or broken public infrastructure."
"Road collapsed near school, children cannot go, very dangerous.",The road in Vyasarpadi has collapsed creating a large sinkhole and blocking all traffic.,"A road collapse has been reported in Vyasarpadi following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Core Infrastructure & Public Works,road_damage,8,1,False,English,Voice Hotline,Chennai,40,False,,0.89,False,False,"A photo showing road damage, a civic issue, or broken public infrastructure."
See image of waste dumped near water body at night.,Waste is being illegally dumped openly near the park or water body in Gerugambakkam causing pollution.,Illegal open dumping near the park or lake in Gerugambakkam is increasing daily. The practice is creating environmental and health hazards.,"Sanitation, Environment & Parks",waste_management,5,0,False,English,Web App,Chennai,149,True,Photo of waste bags thrown over a boundary wall near a water body.,0.9,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
रात में पार्क के पास खुले में कचरा फेंका जा रहा है।,Waste is being illegally dumped openly near the park or water body in Ramapuram causing pollution.,Illegal open dumping near the park or lake in Ramapuram is increasing daily. The practice is creating environmental and health hazards.,"Sanitation, Environment & Parks",waste_management,5,0,False,Hindi,Voice Hotline,Chennai,91,False,,0.85,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
Cars and vehicles submerged in flood water near Medavakkam.,Severe flooding in Medavakkam has submerged roads and homes leaving residents stranded.,Flash flooding in Medavakkam has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,"Emergency, Safety & Accountability",flooding,9,1,False,English,Voice Hotline,Chennai,165,False,,0.89,False,False,"A photo showing flooding, a civic issue, or broken public infrastructure."
Loud music from a function hall near Neelankarai every weekend night.,Excessive noise from functions and construction near Neelankarai is disturbing residents at night.,Residents of Neelankarai are being subjected to nighttime noise from function halls and construction. Quality of life is being affected.,"Sanitation, Environment & Parks",environmental_pollution,3,0,False,English,Web App,Chennai,179,False,,0.94,False,False,"A photo showing environmental pollution, a civic issue, or broken public infrastructure."
Waste dumped near school is now clogging the storm drain causing flooding in the area.,Garbage near the school in Navallur is blocking the drain and causing sewage overflow.,An edge case complaint in Navallur involving garbage accumulation near a school that is simultaneously blocking the storm drain and causing sewage overflow. Both sanitation and infrastructure issues are present.,"Sanitation, Environment & Parks",waste_management,6,0,True,English,Voice Hotline,Chennai,197,False,,0.79,True,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
Drilling and hammering at night from construction site near Palavakkam.,Excessive noise from functions and construction near Palavakkam is disturbing residents at night.,Residents of Palavakkam are being subjected to nighttime noise from function halls and construction. Quality of life is being affected.,"Sanitation, Environment & Parks",environmental_pollution,3,0,False,English,Citizen Kiosk,Chennai,178,False,,0.89,False,False,"A photo showing environmental pollution, a civic issue, or broken public infrastructure."
ஆய்வாளர் கட்டிட திட்டத்தை அனுமதிக்க பணம் கேட்கிறார்.,A municipal official in Kaladipet is demanding bribes for routine civic approvals and services.,Residents in Kaladipet have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,Tamil,Mobile App,Chennai,4,False,,0.91,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
लटकते तार की फोटो भेज रहा हूं।,A live electrical wire is dangling on the road in Ayanavaram causing sparks and electrocution risk.,A fallen live electrical wire in Ayanavaram is sparking on the road near a bus stop. A resident has already received a mild electric shock.,"Emergency, Safety & Accountability",electrical_hazard,10,1,False,Hindi,Web App,Chennai,69,True,Image of exposed electrical wires at a street level connection point.,0.92,False,False,"A photo showing electrical hazard, a civic issue, or broken public infrastructure."
"Anganwadi building in terrible condition, roof leaking.",The anganwadi center in Semmencherry has been non-functional for weeks depriving children of meals.,The anganwadi center in Semmencherry has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Social Infrastructure & Public Health,public_health_service,7,0,True,English,Citizen Kiosk,Chennai,189,False,,0.86,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
